1990 census,,,,,,,,,,,,,,,,,,,,,,
STATE,COUNTY,StateCounty,HHLDS,GINI,,----------------------INCOME BY QUINTILE LIMIT----------,,, ,COUNTY,,,---------------MEAN INCOME BY QUINTILE----------,,,95%,,,---------------PERCENT SHARE BY QUINTILE----------,,,95%
,,,,,FIRST,SECOND,THIRD,FOURTH,95 %ile,MEAN,FIRST,SECOND,THIRD,FOURTH,FIFTH,MEAN,FIRST,SECOND,THIRD,FOURTH,FIFTH,SHARE
Illinois,SCHUYLER,17169,3013,0.401048416,8615,16500,25900,38960,57900,25017,5276,12310,21181,31559,54761,80624,0.04313,0.09831,0.16916,0.25204,0.43735,0.16098
Illinois,SCOTT,17171,2180,0.377362502,10875,18900,28365,40360,57890,26927,6386,14589,23739,33363,56560,84744,0.04744,0.10836,0.17632,0.2478,0.42009,0.15736
Illinois,SHELBY,17173,8465,0.388166702,11620,21000,30400,43490,70485,30067,6991,16090,25859,36531,64862,102144,0.04664,0.10702,0.17198,0.24297,0.43139,0.16984
Illinois,STARK,17175,2481,0.381355212,12000,20175,30350,44820,67780,29261,6363,16061,25045,36927,61910,86164,0.04458,0.10965,0.17099,0.25211,0.42267,0.14707
Illinois,STEPHENSON,17177,18869,0.394721726,12925,22625,34000,47550,75000,33151,7258,17782,28187,40299,72228,115976,0.04419,0.10724,0.16998,0.24302,0.43557,0.17485
Illinois,TAZEWELL,17179,47234,0.386366928,13690,25000,37100,53000,79310,35596,7893,19092,30858,44476,75664,114277,0.04441,0.10726,0.17336,0.24987,0.42509,0.16051
Illinois,UNION,17181,6923,0.429692871,8030,15600,24100,36645,63695,25007,4985,11693,19882,30026,58450,94182,0.0402,0.09348,0.15896,0.24006,0.4673,0.18824
Illinois,VERMILION,17183,34107,0.429012974,10000,18750,30000,44500,70750,30006,5766,14318,23889,36710,69345,115554,0.0386,0.09542,0.15921,0.24465,0.46213,0.19252
Illinois,WABASH,17185,5034,0.424741576,10100,20000,31400,46620,77000,31187,5959,14581,25840,38005,71548,113773,0.03829,0.0935,0.1657,0.24371,0.4588,0.18239
Illinois,WARREN,17187,7399,0.402790524,9645,18180,27480,40400,60000,26833,5400,14122,22509,33021,59116,91162,0.04061,0.10521,0.1677,0.24602,0.44045,0.1698
Illinois,WASHINGTON,17189,5679,0.387631985,11675,20095,31820,45000,67110,30216,6889,16135,25682,37617,64755,97164,0.04574,0.10678,0.16997,0.24895,0.42855,0.16076
Illinois,WAYNE,17191,6904,0.409579821,9000,16465,25100,37550,59585,25141,5310,12676,20671,30625,56425,90563,0.04295,0.10077,0.16431,0.24344,0.44853,0.17997
Illinois,WHITE,17193,6826,0.46418498,8000,15890,26040,38380,64000,27252,4835,11569,20610,31661,67585,124264,0.03563,0.08489,0.15123,0.23232,0.49593,0.22796
Illinois,WHITESIDE,17195,22935,0.391936611,12255,22360,32500,45000,70000,31721,6860,17436,27313,38221,68772,111206,0.0435,0.10991,0.17217,0.24092,0.4335,0.17524
Illinois,WILL,17197,117209,0.36162996,20000,34700,47240,64300,96500,45507,11039,27366,40987,54964,93180,142837,0.04854,0.12027,0.18013,0.24156,0.4095,0.15693
Illinois,WILLIAMSON,17199,23156,0.432411414,8910,17010,27250,42470,67000,27754,5135,12784,22076,34167,64605,101125,0.03731,0.0921,0.15903,0.24614,0.46541,0.18212
Illinois,WINNEBAGO,17201,96818,0.416544947,13640,25060,37350,53120,84000,37654,7487,19426,31238,44613,85507,148244,0.03984,0.10317,0.16591,0.23694,0.45414,0.19683
Illinois,WOODFORD,17203,11451,0.364604164,16000,27770,40000,54800,82185,38022,9421,21771,34049,46882,77987,117271,0.04983,0.11448,0.17905,0.24654,0.4101,0.15417
Indiana,ADAMS,18001,10462,0.393036012,14000,23755,33025,47105,75970,34077,8165,19082,28542,39339,75256,128764,0.04795,0.11199,0.16751,0.23087,0.44167,0.18893
Indiana,ALLEN,18003,113056,0.40380935,15400,26000,37915,53490,85480,38611,8886,20729,31827,44949,86665,151331,0.04609,0.10737,0.16485,0.23281,0.44888,0.19596
Indiana,BARTHOLOMEW,18005,24213,0.401327136,14500,25000,37200,52285,81800,37087,8311,19749,30979,44001,82396,138568,0.04482,0.1065,0.16706,0.23728,0.44434,0.18682
Indiana,BENTON,18007,3494,0.406176803,12670,22520,31700,45105,74650,32518,7178,17514,26870,37709,73320,129996,0.04468,0.10766,0.16517,0.2318,0.45069,0.19977
Indiana,BLACKFORD,18009,5442,0.372077808,11650,21305,30000,41400,63340,28839,6644,16561,25502,35303,60182,88033,0.04608,0.11485,0.17686,0.24483,0.41737,0.15263
Indiana,BOONE,18011,13961,0.446002429,15985,28000,41300,59900,107000,44909,8903,21978,34673,49157,109832,212242,0.03976,0.09787,0.1544,0.21889,0.48908,0.23628
Indiana,BROWN,18013,5344,0.373377136,14765,24710,34220,50000,78000,34256,8705,19352,29328,41609,72286,109503,0.05087,0.11298,0.17122,0.24292,0.42201,0.15982
Indiana,CARROLL,18015,7113,0.361792072,13505,23000,34000,47000,72300,32030,8114,18392,28404,39576,65662,92444,0.05067,0.11484,0.17736,0.24712,0.41001,0.14431
Indiana,CASS,18017,14636,0.394938189,11765,20900,31190,44155,69600,30692,7008,16325,25785,37220,67125,106348,0.04572,0.10637,0.16801,0.24252,0.43738,0.17324
Indiana,CLARK,18019,33174,0.387180934,12360,22100,32885,46000,72330,31693,7035,17173,27416,38837,68003,102305,0.04449,0.10836,0.173,0.24506,0.4291,0.16139
Indiana,CLAY,18021,9378,0.399369762,9960,18980,28735,41000,64480,27706,5576,14450,23507,34362,60635,89995,0.04076,0.10426,0.1696,0.24792,0.43747,0.16232
Indiana,CLINTON,18023,11533,0.386849032,12660,21035,31800,44370,67345,31077,7425,16998,26189,37666,67107,107148,0.04804,0.10937,0.1685,0.24234,0.43176,0.17235
Indiana,CRAWFORD,18025,3720,0.401848283,8025,16000,24480,35955,57000,23366,4525,11567,20255,29964,50518,73753,0.03875,0.09901,0.17337,0.25647,0.4324,0.15782
Indiana,DAVIESS,18027,10005,0.408124909,10000,18175,27915,41000,64900,27650,5800,14053,22873,33733,61789,97280,0.04208,0.10164,0.16543,0.24397,0.44688,0.17589
Indiana,DEARBORN,18029,13584,0.378469229,14920,25160,37000,51600,76925,35563,7877,20117,31178,43951,74691,114515,0.04454,0.11311,0.1753,0.24711,0.41995,0.16096
Indiana,DECATUR,18031,8405,0.382051218,14000,23030,33000,47600,76800,33264,8478,18476,27917,39751,71696,114901,0.05103,0.11108,0.16784,0.23899,0.43105,0.1727
Indiana,DE KALB,18033,12805,0.354447393,16465,25500,35800,48515,76000,34819,9684,20832,30807,41484,71286,110219,0.05571,0.11965,0.17694,0.23827,0.40943,0.15826
Indiana,DELAWARE,18035,45106,0.45697043,9440,18800,30385,46005,73400,31720,5442,13901,24413,37678,77164,137552,0.03444,0.08764,0.15391,0.23754,0.48647,0.2168
Indiana,DUBOIS,18037,13066,0.382429055,15000,25995,36900,50000,78590,36054,8271,20699,31249,42667,77382,127036,0.0462,0.11479,0.17329,0.23661,0.42912,0.17612
Indiana,ELKHART,18039,56555,0.401442029,15855,25700,36000,50200,84000,37794,9286,20885,30835,42492,85473,155094,0.04919,0.11051,0.16317,0.22485,0.45229,0.20517
Indiana,FAYETTE,18041,10008,0.394290018,11460,20075,30800,45550,68165,30095,6507,15902,25343,37258,65467,96267,0.04353,0.10564,0.16837,0.24753,0.43493,0.15989
Indiana,FLOYD,18043,24030,0.423445038,12200,23120,34000,50000,81000,35120,6715,17844,28397,41961,80684,137304,0.03824,0.10162,0.16171,0.23896,0.45947,0.19548
Indiana,FOUNTAIN,18045,6925,0.400473363,11500,20155,29000,42235,64280,29643,6800,15838,24511,35411,65657,111701,0.04588,0.10685,0.16537,0.23891,0.44298,0.18841
Indiana,FRANKLIN,18047,6656,0.384869509,13470,23040,33150,48090,72270,32895,7790,18230,27940,39475,71038,109848,0.04737,0.11084,0.16988,0.24001,0.43191,0.16697
Indiana,FULTON,18049,7302,0.373247991,11265,21000,30000,41740,65310,28644,6437,16081,25738,35103,59860,87143,0.04593,0.11216,0.17952,0.24485,0.41753,0.15196
Indiana,GIBSON,18051,12163,0.391619674,10845,20100,31900,45000,68050,30109,6390,15700,25941,38149,64364,95060,0.04244,0.10429,0.17232,0.25341,0.42754,0.15786
Indiana,GRANT,18053,27678,0.416848171,11230,20900,32195,48320,72720,32312,6445,16172,26297,39458,73189,118311,0.04002,0.10008,0.16275,0.2442,0.45295,0.18305
Indiana,GREENE,18055,11934,0.392683681,10000,18375,28000,42675,63960,27153,5653,14142,23094,34399,58479,81151,0.04192,0.10414,0.17005,0.25329,0.4306,0.14939
Indiana,HAMILTON,18057,38755,0.415664761,22405,37910,53200,75600,133430,57095,13609,30093,45493,63405,132875,245450,0.04772,0.10541,0.15935,0.22209,0.46543,0.21494
Indiana,HANCOCK,18059,15901,0.369285028,18000,31000,43495,60000,90000,42795,10999,24916,37290,51139,89629,144686,0.05141,0.11644,0.17427,0.239,0.41888,0.16905
Indiana,HARRISON,18061,10740,0.370406147,12300,21625,33000,46110,68000,30936,7396,17341,27071,39013,63861,91815,0.048,0.11209,0.17498,0.25217,0.41277,0.14836
Indiana,HENDRICKS,18063,26177,0.352571366,20000,33480,46450,62300,92000,44539,12130,27009,39690,53754,90111,141033,0.05448,0.12128,0.17822,0.24138,0.40463,0.15832
Indiana,HENRY,18065,18751,0.395592283,11380,20380,31175,45870,70630,30531,6604,15856,25644,38294,66256,97831,0.04329,0.10387,0.16799,0.25085,0.43401,0.16021
Indiana,HOWARD,18067,31387,0.410587509,12640,25000,37195,54050,83685,36684,6869,18699,31300,44855,81697,128107,0.03745,0.10194,0.17065,0.24455,0.44541,0.17461
Indiana,HUNTINGTON,18069,12916,0.384448472,14585,24000,34125,47165,69400,34289,8537,19358,29343,40121,74087,128651,0.05006,0.11288,0.1711,0.23395,0.43201,0.18754
Indiana,JACKSON,18071,13962,0.400297283,12000,20800,31180,44570,69100,30900,7047,16190,25788,37061,68413,112250,0.04564,0.10479,0.16691,0.23987,0.44279,0.18163
Indiana,JASPER,18073,8495,0.367427432,13680,23500,33420,47060,71335,32431,7972,18812,28455,39763,67153,101154,0.0492,0.11601,0.17547,0.2452,0.41411,0.15595
Indiana,JAY,18075,8129,0.365584839,11550,19030,28000,40000,61280,27180,7128,15257,23667,33629,56220,81553,0.05249,0.11226,0.17414,0.24744,0.41366,0.15002
Indiana,JEFFERSON,18077,10920,0.411033748,12000,20350,30000,43100,68290,30878,6721,16325,24968,36545,69832,122053,0.04353,0.10574,0.16172,0.23671,0.45231,0.19764
Indiana,JENNINGS,18079,8285,0.380401603,11320,20295,30000,43000,67770,29151,6952,15849,24847,36249,61859,90589,0.04805,0.1087,0.17041,0.2486,0.42424,0.15532
Indiana,JOHNSON,18081,31435,0.385853609,17220,29000,41000,57450,90000,41267,10148,23071,34857,48670,89590,148865,0.04925,0.1118,0.16892,0.23586,0.43416,0.18036
Indiana,KNOX,18083,15189,0.462266633,8860,16730,26600,40000,68500,28477,4852,12603,21627,32827,70476,131141,0.03485,0.08844,0.15177,0.23037,0.49457,0.23007
Indiana,KOSCIUSKO,18085,23429,0.367924938,16200,27000,36785,51165,81000,36754,9597,21736,31686,43351,77402,123084,0.05238,0.11826,0.17239,0.23586,0.42111,0.16741
Indiana,LAGRANGE,18087,9157,0.370380217,14000,23000,31850,44880,69640,31730,7749,18883,27341,37934,66741,104205,0.04932,0.11897,0.17225,0.23899,0.42047,0.16413
Indiana,LAKE,18089,170395,0.411930695,12000,23980,36455,52200,79300,35077,6055,17813,30161,43908,77448,120390,0.03455,0.10156,0.17197,0.25034,0.44158,0.1716
Indiana,LA PORTE,18091,38335,0.411208742,13000,23000,34000,49075,76765,34510,7433,17789,28386,41043,77896,132527,0.04314,0.10309,0.1645,0.23785,0.45142,0.192
Indiana,LAWRENCE,18093,16207,0.381300092,12000,21000,31000,45460,68000,30177,6959,16524,25788,37639,63975,92380,0.04617,0.10951,0.1709,0.24944,0.42397,0.15306
Indiana,MADISON,18095,49857,0.406022698,11860,21600,33895,50780,78800,33034,6532,16702,27469,41600,72868,106947,0.03967,0.10111,0.16629,0.25183,0.44111,0.16185
Indiana,MARION,18097,319821,0.423482292,13000,23500,35000,51230,84000,36135,7224,18330,29059,42413,83648,144137,0.04004,0.10145,0.16083,0.23473,0.46295,0.19943
Indiana,MARSHALL,18099,15013,0.39591401,14200,24000,33000,47025,71500,34435,8558,19333,28200,39157,76926,137359,0.0498,0.11228,0.16377,0.2274,0.44675,0.19943
Indiana,MARTIN,18101,3839,0.377088878,10000,19035,28000,41100,62270,27091,6241,14767,23352,34672,56424,78463,0.04608,0.10902,0.17239,0.25597,0.41655,0.14481
Indiana,MIAMI,18103,13553,0.378564805,12230,20000,29190,42900,66000,29078,7315,16234,24266,35407,62168,91863,0.05031,0.11166,0.1669,0.24353,0.42759,0.15796
Indiana,MONROE,18105,39374,0.460597238,9750,19250,30095,46095,80900,31975,5033,14224,24590,37478,78550,137240,0.03157,0.08896,0.15379,0.2344,0.49128,0.21459
Indiana,MONTGOMERY,18107,13220,0.382818889,12425,22745,33500,46000,70000,32034,7132,17825,27936,39353,67923,105261,0.0447,0.11127,0.17438,0.24566,0.42399,0.16427
Indiana,MORGAN,18109,19589,0.368244144,15830,27000,38610,52590,80000,37086,9237,21255,32814,45136,76989,117885,0.04989,0.11461,0.17695,0.24339,0.41516,0.15892
Indiana,NEWTON,18111,4862,0.380091649,13600,23430,33280,46260,74160,33166,7994,18970,28432,39594,70841,115119,0.04824,0.11439,0.17145,0.23875,0.42717,0.17354
Indiana,NOBLE,18113,13480,0.346794483,14865,25000,35000,47000,70595,32921,8617,20193,29875,40561,65357,94973,0.0525,0.12266,0.18147,0.24638,0.39699,0.14422
Indiana,OHIO,18115,1971,0.368408492,11000,21650,31420,44425,66000,28956,6592,16027,26204,36865,59092,81518,0.04553,0.1107,0.181,0.25463,0.40815,0.14076
Indiana,ORANGE,18117,6900,0.379290118,9675,17100,25195,36000,56070,24407,5753,13287,21022,30665,51305,76542,0.04716,0.10888,0.17227,0.25128,0.42041,0.1568
Indiana,OWEN,18119,6438,0.393216402,10560,19000,28440,42000,63120,28249,6522,14934,23351,35213,61223,94803,0.04618,0.10573,0.16532,0.24931,0.43346,0.1678
Indiana,PARKE,18121,5869,0.406685142,10015,19295,29500,42500,69000,28617,5524,14678,24339,34872,63673,97825,0.03946,0.10249,0.16995,0.2435,0.4446,0.17077
Indiana,PERRY,18123,6804,0.401902966,10000,19760,28990,40165,60550,28190,5909,14754,24259,34194,61835,103519,0.04192,0.10467,0.17211,0.2426,0.4387,0.18361
Indiana,PIKE,18125,4934,0.393593752,10000,18385,28400,42000,65000,27692,6123,14478,23044,35092,59726,87759,0.04435,0.10455,0.1664,0.25341,0.4313,0.15843
Indiana,PORTER,18127,45161,0.383458029,17800,30400,43850,59000,91000,42657,10148,23954,37034,50661,91485,153016,0.04759,0.11231,0.17364,0.23753,0.42893,0.17936
Indiana,POSEY,18129,9468,0.374024674,14000,25280,37485,51300,78790,35027,7889,19537,31482,43640,72587,107058,0.04504,0.11156,0.17976,0.24918,0.41446,0.15282
Indiana,PULASKI,18131,4667,0.391892305,12000,20590,30000,42995,68100,29848,6909,16192,25378,35407,65354,105106,0.04643,0.10848,0.17002,0.23722,0.43785,0.17605
Indiana,PUTNAM,18133,9976,0.378529292,13975,22400,32500,45700,71235,32408,8196,18306,27609,38534,69395,111324,0.05085,0.11294,0.17033,0.23774,0.42814,0.17171
Indiana,RANDOLPH,18135,10510,0.394922072,11400,20000,29000,41500,63060,28984,6540,15633,24543,34825,63380,103289,0.04532,0.10785,0.16932,0.24026,0.43725,0.17815
Indiana,RIPLEY,18137,8844,0.408320918,11880,21295,32020,45725,71810,31973,6865,16552,26621,38412,71413,123951,0.04319,0.10351,0.16648,0.24022,0.4466,0.19379
Indiana,RUSH,18139,6427,0.399472493,12000,20270,30365,43600,70000,30255,6786,16191,24857,36454,66986,107085,0.04498,0.10702,0.1643,0.24095,0.44275,0.17695
Indiana,ST JOSEPH,18141,92171,0.418378897,12915,22885,34020,49535,81000,35001,7403,17813,28223,41192,80376,137425,0.04233,0.10178,0.16126,0.23537,0.45926,0.19631
Indiana,SCOTT,18143,7596,0.408457161,9590,18000,26320,40500,60700,26873,5615,13753,21834,33456,59710,94998,0.04184,0.10235,0.16249,0.24898,0.44435,0.17674
Indiana,SHELBY,18145,14767,0.381799855,14560,24995,35540,50000,75640,35147,8568,19677,30131,42110,75247,121693,0.04878,0.11197,0.17145,0.23962,0.42817,0.17312
Indiana,SPENCER,18147,6927,0.376823777,12000,23700,34200,46005,71000,32062,6750,18173,28707,40379,66303,101017,0.04226,0.11334,0.17904,0.25184,0.41352,0.15751
Indiana,STARKE,18149,8132,0.400125656,10295,18895,27180,40000,63500,27578,6120,14587,22929,32858,61394,97128,0.04498,0.10572,0.16618,0.23815,0.44497,0.17599
Indiana,STEUBEN,18151,10103,0.356948359,14625,24995,33920,47905,71840,33099,8886,19639,29101,40058,67812,99465,0.0537,0.11867,0.17584,0.24205,0.40975,0.15025
Indiana,SULLIVAN,18153,7369,0.405712175,9880,18430,26920,41100,63570,27469,5852,13892,22722,33688,61191,93066,0.04273,0.10113,0.16541,0.24525,0.44547,0.16938
Indiana,SWITZERLAND,18155,2831,0.400924648,10500,18750,28030,40230,65240,27365,5357,14400,23443,33909,59715,93328,0.03942,0.10522,0.17129,0.24776,0.43631,0.17048
Indiana,TIPPECANOE,18157,45509,0.425304149,12000,22000,33855,50540,85340,34591,6757,17123,27667,41242,80169,131472,0.03912,0.09899,0.15996,0.23844,0.46349,0.19002
Indiana,TIPTON,18159,6008,0.378354531,14650,25015,37140,55000,80300,36415,9291,19603,30936,44644,77600,113916,0.0512,0.10764,0.16988,0.24515,0.42613,0.15639
Indiana,UNION,18161,2583,0.371087355,12100,20720,29090,41595,61910,28631,7063,16777,24646,34569,60102,92874,0.04952,0.11717,0.17213,0.24143,0.41975,0.16216
Indiana,VANDERBURGH,18163,66894,0.441683304,10715,20100,31500,47000,78160,32769,5995,15505,25679,38709,77959,137892,0.03661,0.09463,0.15672,0.23624,0.47579,0.21039
Indiana,VERMILLION,18165,6622,0.425293159,9740,17400,28500,42625,66260,28326,5834,13204,22428,34968,65194,103401,0.04126,0.09322,0.15835,0.24689,0.46029,0.18251
Indiana,VIGO,18167,39667,0.446774229,9510,18635,29110,43370,72000,30274,5496,14012,23581,35531,72752,129400,0.03639,0.09256,0.15577,0.23471,0.48058,0.2137
Indiana,WABASH,18169,12643,0.382340746,12675,22000,31300,44390,67695,30829,7254,17159,26608,37195,65928,103089,0.04721,0.1113,0.17259,0.24126,0.42764,0.16717
Indiana,WARREN,18171,2971,0.370599093,12265,21455,30500,43260,66000,29629,7491,17038,25491,35919,62206,93756,0.05067,0.11499,0.17205,0.24243,0.41985,0.1582
Indiana,WARRICK,18173,15831,0.384631552,16615,28000,40000,55300,87200,39602,9570,22092,33942,47124,85283,141352,0.04852,0.11155,0.17138,0.23794,0.43061,0.17843
Indiana,WASHINGTON,18175,8804,0.397982226,10335,18200,27975,41420,61945,27291,5739,14369,22834,34111,59399,90907,0.04227,0.10528,0.16731,0.24993,0.43521,0.16652
Indiana,WAYNE,18177,27499,0.428477747,10000,19080,28740,42600,70500,29589,5714,14711,23512,34996,69011,116860,0.03868,0.09943,0.15892,0.23653,0.46644,0.19746
Indiana,WELLS,18179,9524,0.35253069,15390,26195,36600,49060,75000,34684,9098,20777,31373,42217,69957,105079,0.05294,0.11974,0.18081,0.24331,0.40319,0.1514
Indiana,WHITE,18181,8890,0.387743827,12600,22000,31330,45000,68000,31471,7494,17515,26553,37512,68281,111614,0.04775,0.11129,0.16872,0.23836,0.43387,0.1773
Indiana,WHITLEY,18183,10015,0.348130978,15460,26000,36190,50050,69290,34516,9447,20645,30926,42771,68789,100271,0.05474,0.11963,0.1792,0.24784,0.3986,0.14526
Iowa,ADAIR,19001,3418,0.396365551,9540,17065,26000,37225,56600,25614,5707,13581,21393,31188,56200,89860,0.04547,0.10594,0.16689,0.24329,0.43841,0.17525
Iowa,ADAMS,19003,2020,0.3972919,9175,16200,24590,34510,54000,23802,5357,12062,20393,28930,52269,86133,0.04745,0.10109,0.17092,0.24246,0.43807,0.18047
Iowa,ALLAMAKEE,19005,5291,0.417342967,9335,16550,25700,39455,64200,26080,5014,13063,20977,32045,59302,92926,0.03964,0.10005,0.16067,0.24544,0.4542,0.17793
Iowa,APPANOOSE,19007,5663,0.433670824,7705,13740,22320,36020,61645,23401,4696,10634,17781,28540,55355,84265,0.04085,0.09082,0.15185,0.24374,0.47274,0.17991
Iowa,AUDUBON,19009,2949,0.429160464,10000,17000,25425,37065,67500,27380,5895,13713,21317,30925,65049,117752,0.04466,0.1,0.15545,0.22552,0.47436,0.21468
Iowa,BENTON,19011,8541,0.38073,11690,21120,31065,44200,66405,29666,6426,16290,25958,37391,62266,91754,0.04399,0.10975,0.17488,0.2519,0.41948,0.15454
Iowa,BLACK HAWK,19013,47162,0.426739617,10490,20005,31810,48000,74190,31886,6012,15206,25694,39293,73226,118217,0.03781,0.09536,0.16115,0.24643,0.45925,0.18535
Iowa,BOONE,19015,9812,0.384538737,11855,21300,31065,44200,67000,30360,7182,16346,26164,37311,64800,101437,0.04737,0.10767,0.17234,0.24577,0.42685,0.16704
Iowa,BREMER,19017,8413,0.380070238,12100,21415,32300,46200,70130,30920,7043,16583,27094,38597,65284,95376,0.04649,0.10716,0.17508,0.24941,0.42186,0.15408
Iowa,BUCHANAN,19019,7564,0.433399231,10000,19000,28070,42100,67900,29686,5715,14337,23445,35138,69796,122469,0.03985,0.09645,0.15773,0.2364,0.46957,0.20598
Iowa,BUENA VISTA,19021,7530,0.379438329,12280,21000,29115,40710,68500,29299,7246,16648,25075,34646,62880,101889,0.0496,0.11362,0.17114,0.23647,0.42917,0.17385
Iowa,BUTLER,19023,6047,0.393365673,10960,19000,27790,40000,64610,27849,6621,14838,23284,33350,61150,97322,0.04782,0.10653,0.16717,0.23944,0.43903,0.17468
Iowa,CALHOUN,19025,4667,0.4129238,9815,18610,26800,39165,67000,27628,5955,14283,22657,32010,63236,106003,0.04313,0.10339,0.16401,0.23172,0.45776,0.19184
Iowa,CARROLL,19027,8021,0.418802611,10800,19745,28765,41000,66765,29789,6633,14990,24296,34410,68615,125458,0.04458,0.10064,0.16311,0.23102,0.46065,0.21057
Iowa,CASS,19029,6172,0.397478183,10200,18280,26000,39400,61760,26648,6136,14074,21904,32232,58891,90897,0.04616,0.10562,0.16438,0.24189,0.44195,0.17053
Iowa,CEDAR,19031,6769,0.367861604,12440,23000,32920,44995,66910,30977,7229,17875,27715,38065,64000,95671,0.04732,0.11533,0.17882,0.2456,0.41293,0.15432
Iowa,CERRO GORDO,19033,19044,0.391561383,11500,20000,30200,42590,67880,29730,6869,15973,25023,35990,64796,101341,0.04629,0.10745,0.16832,0.24209,0.43586,0.17042
Iowa,CHEROKEE,19035,5589,0.397179801,10010,18520,27350,39335,64935,27283,6111,14526,22949,32355,60474,94754,0.04501,0.10646,0.16819,0.23713,0.44321,0.17361
Iowa,CHICKASAW,19037,5038,0.387428608,11425,19945,28990,40180,65740,28447,6577,15825,24339,33770,61723,98821,0.04633,0.11125,0.1711,0.23741,0.43392,0.17368
Iowa,CLARKE,19039,3347,0.416894601,10600,18000,26775,41950,65685,28220,6464,14212,21959,32875,65593,106901,0.04581,0.10072,0.15562,0.23299,0.46486,0.1894
